contig,synthCount,contigOrthoCount,contigLength,geneDensity,contigOrthoCount>2,geneDensity>=0.000003,maxValue>=40%contigOrthoCount,X,2L,2R,3L,3R,4,Y,allocation
tig00007039,1,1,53264,1.87744E-05,NO,YES,NO,0.111111111,0,0,0,0,0,0,NALL
tig00000174,2,1,36950,2.70636E-05,NO,YES,NO,0.1,0,0,0,0,0,0,NALL
tig00000261,2,1,45319,2.20658E-05,NO,YES,NO,0.1,0,0,0,0,0,0,NALL
tig00003154,2,1,37455,2.66987E-05,NO,YES,NO,0.1,0,0,0,0,0,0,NALL
tig00004616,4,1,34531,2.89595E-05,NO,YES,NO,0.1,0,0,0,0,0,0,NALL
tig00007722,2,1,25244,3.96134E-05,NO,YES,NO,0.1,0,0,0,0,0,0,NALL
tig00004105,48,4,31012,0.000128982,YES,YES,NO,0.094017094,0,0,0,0.008547009,0,0,NALL
tig00006055,1,1,54216,1.84447E-05,NO,YES,NO,0.090909091,0,0,0,0,0,0,NALL
tig00002417,4,3,93326,3.21454E-05,YES,YES,NO,0.083333333,0,0,0,0.916666667,0,0,NALL
tig00002423,3,2,35617,5.6153E-05,NO,YES,NO,0.083333333,0,0,0,0.416666667,0,0,NALL
tig00002210,4,1,34362,2.91019E-05,NO,YES,NO,0.083333333,0,0,0,0.083333333,0,0,NALL
tig00004227,1,1,30643,3.26339E-05,NO,YES,NO,0.076923077,0,0,0,0,0,0,NALL
tig00005424,2,2,118223,1.69172E-05,NO,YES,NO,0.071428571,0,0,0,0.333333333,0,0,NALL
tig00005976,1,1,74501,1.34226E-05,NO,YES,NO,0.071428571,0,0,0,0,0,0,NALL
tig00000125,127,25,460785,5.42552E-05,YES,YES,NO,0.065637066,0,0,0,1.654691959,0,0,NALL
tig00003023,2,1,22811,4.38385E-05,NO,YES,NO,0.0625,0,0,0,0.0625,0,0,NALL
tig00003087,3,1,29273,3.41612E-05,NO,YES,NO,0.055555556,0,0,0,0.027777778,0,0,NALL
tig00001295,6,2,25002,7.99936E-05,NO,YES,NO,0.047619048,0,0,0,0.095238095,0,0,NALL
tig00006899,20,3,34649,8.65826E-05,YES,YES,NO,0.023504274,0,0,0,0.287851038,0,0,NALL
tig00003772,12,1,35050,2.85307E-05,NO,YES,NO,0.023504274,0,0,0,0.002136752,0,0,NALL
tig00001728,15,4,492847,8.11611E-06,YES,YES,NO,0.003861004,0,0,0,1.523166023,0,0,NALL
tig00002434,4,4,334005,1.19759E-05,YES,YES,YES,0,0,0,0,1.833333333,0,0,NALL
tig00004048,7,7,37641,0.000185967,YES,YES,NO,0,0,0,0,1.833333333,0,0,NALL
tig00009860,5,5,417858,1.19658E-05,YES,YES,NO,0,0,0,0,1.791666667,0,0,NALL
tig00000269,4,4,39424,0.000101461,YES,YES,YES,0,0,0,0,1.75,0,0,NALL
tig00009107,38,13,863385,1.5057E-05,YES,YES,NO,0,0,0,0,1.724390244,0,0,NALL
tig00004223,5,5,33311,0.000150101,YES,YES,NO,0,0,0,0,1.666666667,0,0,NALL
tig00003380,7,7,125949,5.55781E-05,YES,YES,NO,0,0,0,0,1.619047619,0,0,NALL
tig00000150,3,3,37054,8.09629E-05,YES,YES,YES,0,0,0,0,1.5,0,0,NALL
tig00000862,3,3,101445,2.95727E-05,YES,YES,YES,0,0,0,0,1.5,0,0,NALL
tig00002443,3,3,27407,0.000109461,YES,YES,YES,0,0,0,0,1.5,0,0,NALL
tig00002537,3,3,73133,4.10212E-05,YES,YES,YES,0,0,0,0,1.5,0,0,NALL
tig00002933,3,3,33462,8.96539E-05,YES,YES,YES,0,0,0,0,1.5,0,0,NALL
tig00004059,2,2,32420,6.16903E-05,NO,YES,YES,0,0,0,0,1.5,0,0,NALL
tig00004701,4,4,200916,1.99088E-05,YES,YES,NO,0,0,0,0,1.5,0,0,NALL
tig00009419,8,7,41794,0.000167488,YES,YES,NO,0,0,0,0,1.358823529,0,0,NALL
tig00003247,4,4,146610,2.72833E-05,YES,YES,NO,0,0,0,0,1.333333333,0,0,NALL
tig00009687,5,3,397385,7.54935E-06,YES,YES,YES,0,0,0,0,1.333333333,0,0,NALL
tig00001777,3,3,25300,0.000118577,YES,YES,YES,0,0,0,0,1.25,0,0,NALL
tig00000031,5,4,49119,8.14349E-05,YES,YES,NO,0,0,0,0,1.2,0,0,NALL
tig00002119,8,5,277771,1.80004E-05,YES,YES,NO,0,0,0,0,1.2,0,0,NALL
tig00000197,3,3,35616,8.42318E-05,YES,YES,NO,0,0,0,0,1.166666667,0,0,NALL
tig00000248,3,3,37247,8.05434E-05,YES,YES,NO,0,0,0,0,1.166666667,0,0,NALL
tig00000002,5,3,50776,5.9083E-05,YES,YES,NO,0,0,0,0,1.125,0,0,NALL
tig00009505,7,4,659709,6.06328E-06,YES,YES,NO,0,0,0,0,1.024390244,0,0,NALL
tig00000039,2,2,37438,5.34217E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00000217,2,2,35006,5.71331E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00000219,3,3,32804,9.14523E-05,YES,YES,NO,0,0,0,0,1,0,0,NALL
tig00000294,2,2,41023,4.87531E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00001754,2,2,30030,6.66001E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00002115,2,2,29696,6.73491E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00002116,4,3,36942,8.12084E-05,YES,YES,NO,0,0,0,0,1,0,0,NALL
tig00002174,2,2,34867,5.73608E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00002233,2,2,136280,1.46757E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00002426,2,2,44585,4.48581E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00002439,2,2,45074,4.43715E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00002857,2,2,40916,4.88806E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00002919,2,2,91272,2.19125E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00003216,3,3,37211,8.06213E-05,YES,YES,NO,0,0,0,0,1,0,0,NALL
tig00003737,2,2,120057,1.66588E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00006202,2,2,47761,4.18752E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00006280,2,2,45202,4.42458E-05,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00008424,2,2,274575,7.28398E-06,NO,YES,YES,0,0,0,0,1,0,0,NALL
tig00003510,4,4,56282,7.10707E-05,YES,YES,NO,0,0,0,0,0.991666667,0,0,NALL
tig00001699,4,4,44924,8.90393E-05,YES,YES,NO,0,0,0,0,0.952380952,0,0,NALL
tig00002894,21,6,38974,0.000153949,YES,YES,NO,0,0,0,0,0.884615385,0,0,NALL
tig00002578,3,3,41800,7.17703E-05,YES,YES,NO,0,0,0,0,0.833333333,0,0,NALL
tig00004555,2,2,198525,1.00743E-05,NO,YES,YES,0,0,0,0,0.833333333,0,0,NALL
tig00005056,30,9,161540,5.57138E-05,YES,YES,NO,0,0,0,0,0.825,0,0,NALL
tig00000200,3,2,50483,3.96173E-05,NO,YES,NO,0,0,0,0,0.75,0,0,NALL
tig00002178,3,3,26764,0.000112091,YES,YES,NO,0,0,0,0,0.75,0,0,NALL
tig00002904,3,2,34048,5.87406E-05,NO,YES,NO,0,0,0,0,0.75,0,0,NALL
tig00003240,2,2,34415,5.81142E-05,NO,YES,NO,0,0,0,0,0.75,0,0,NALL
tig00003042,128,70,4580915,1.52808E-05,YES,YES,YES,34.71089559,1.408199918,2.514367816,0.846972496,0.136340312,0,0.007389163,X
tig00008695,380,196,12229299,1.60271E-05,YES,YES,NO,56.61997835,6.372386894,6.352824463,3.682745098,6.684963925,0.25,0,X
tig00009154,213,153,7654456,1.99884E-05,YES,YES,NO,56.71972496,2.933894362,2.442344007,0.601436782,4.220963328,0.2,0.007389163,X
tig00009349,387,192,7146957,2.68646E-05,YES,YES,NO,64.84762589,5.314520981,3.002147583,4.650762891,2.803441722,0.333333333,0,X
tig00008496,521,252,19976924,1.26146E-05,YES,YES,NO,65.30032285,6.358052976,5.585404039,5.759857532,4.414549723,0.15,0,X
tig00008497,931,539,48667346,1.10752E-05,YES,YES,NO,172.888644,11.09765194,11.12061803,8.398431402,12.16722046,4.916666667,0.007389163,X
tig00004055,2,2,38689,5.16943E-05,NO,YES,NO,0,0,0,0,0.75,0,0,NALL
tig00009224,5,3,45285,6.62471E-05,YES,YES,NO,0,0,0,0,0.733333333,0,0,NALL
tig00003538,4,3,37714,7.95461E-05,YES,YES,NO,0,0,0,0,0.726190476,0,0,NALL
tig00007012,10,4,44880,8.91266E-05,YES,YES,NO,0,0,0,0,0.708333333,0,0,NALL
tig00009608,3,3,44518,6.73885E-05,YES,YES,NO,0,0,0,0,0.681818182,0,0,NALL
tig00000194,2,2,37419,5.34488E-05,NO,YES,NO,0,0,0,0,0.666666667,0,0,NALL
tig00000273,2,2,32580,6.13874E-05,NO,YES,NO,0,0,0,0,0.666666667,0,0,NALL
tig00001511,4,2,44935,4.45087E-05,NO,YES,NO,0,0,0,0,0.666666667,0,0,NALL
tig00002591,2,2,31106,6.42963E-05,NO,YES,NO,0,0,0,0,0.666666667,0,0,NALL
tig00003739,3,2,273810,7.30434E-06,NO,YES,NO,0,0,0,0,0.666666667,0,0,NALL
tig00004035,2,2,29832,6.70421E-05,NO,YES,NO,0,0,0,0,0.666666667,0,0,NALL
tig00009494,3,2,757535,2.64014E-06,NO,NO,NO,0,0,0,0,0.666666667,0,0,NALL
tig00000045,3,2,43445,4.60352E-05,NO,YES,NO,0,0,0,0,0.642857143,0,0,NALL
tig00003238,6,3,479283,6.25935E-06,YES,YES,NO,0,0,0,0,0.625,0,0,NALL
tig00003016,2,2,21567,9.27343E-05,NO,YES,NO,0,0,0,0,0.583333333,0,0,NALL
tig00009265,9,4,50647,7.8978E-05,YES,YES,NO,0,0,0,0,0.55,0,0,NALL
tig00009266,9,4,24201,0.000165282,YES,YES,NO,0,0,0,0,0.55,0,0,NALL
tig00003259,4,2,37568,5.32368E-05,NO,YES,NO,0,0,0,0,0.533333333,0,0,NALL
tig00000019,1,1,346315,2.88754E-06,NO,NO,YES,0,0,0,0,0.5,0,0,NALL
tig00000049,1,1,37583,2.66078E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00000178,1,1,25822,3.87267E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00000203,1,1,36264,2.75756E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00000204,1,1,37998,2.63172E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00000245,1,1,46623,2.14486E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00000272,3,3,42660,7.03235E-05,YES,YES,NO,0,0,0,0,0.5,0,0,NALL
tig00000309,1,1,287655,3.47639E-06,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00000311,1,1,257015,3.89082E-06,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00000323,2,2,80323,2.48995E-05,NO,YES,NO,0,0,0,0,0.5,0,0,NALL
tig00001789,1,1,43170,2.31642E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00002179,4,2,196352,1.01858E-05,NO,YES,NO,0,0,0,0,0.5,0,0,NALL
tig00002577,1,1,35215,2.8397E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00002584,1,1,42862,2.33307E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00002753,1,1,91618,1.09149E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00002837,1,1,49436,2.02282E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00002838,1,1,81448,1.22778E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00002926,1,1,28343,3.52821E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003013,1,1,37815,2.64445E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003421,1,1,35345,2.82925E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003433,1,1,218317,4.5805E-06,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003456,1,1,260234,3.8427E-06,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003516,1,1,43373,2.30558E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003522,1,1,41360,2.41779E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003523,1,1,45396,2.20284E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003527,1,1,42144,2.37282E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003537,1,1,39645,2.52239E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003789,2,1,26558,3.76534E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003886,1,1,40442,2.47268E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00004036,1,1,30764,3.25055E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00004043,2,1,351684,2.84346E-06,NO,NO,YES,0,0,0,0,0.5,0,0,NALL
tig00004052,1,1,35809,2.79259E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00004053,1,1,39250,2.54777E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00004067,1,1,34229,2.9215E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00004676,1,1,493054,2.02818E-06,NO,NO,YES,0,0,0,0,0.5,0,0,NALL
tig00004935,1,1,200526,4.98688E-06,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00005376,1,1,97700,1.02354E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00005392,1,1,84487,1.18361E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00005454,1,1,101422,9.85979E-06,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00005618,1,1,90384,1.10639E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00006139,1,1,68355,1.46295E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00006245,1,1,63290,1.58003E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00006279,1,1,32718,3.05642E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00007026,1,1,33274,3.00535E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00007654,1,1,21831,4.58064E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00007695,1,1,29444,3.39628E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00007981,1,1,29036,3.444E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00008245,1,1,28057,3.56417E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00008475,1,1,36679,2.72636E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00009223,1,1,33696,2.96771E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00009359,1,1,681884,1.46653E-06,NO,NO,YES,0,0,0,0,0.5,0,0,NALL
tig00009509,1,1,30947,3.23133E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00009510,1,1,306268,3.26511E-06,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00009672,1,1,43082,2.32116E-05,NO,YES,YES,0,0,0,0,0.5,0,0,NALL
tig00003241,2,2,35632,5.61293E-05,NO,YES,NO,0,0,0,0,0.476190476,0,0,NALL
tig00005169,8,4,161712,2.47353E-05,YES,YES,NO,0,0,0,0,0.444444444,0,0,NALL
tig00002446,6,2,38107,5.24838E-05,NO,YES,NO,0,0,0,0,0.433333333,0,0,NALL
tig00000201,3,2,34933,5.72525E-05,NO,YES,NO,0,0,0,0,0.41025641,0,0,NALL
tig00001204,5,2,31905,6.26861E-05,NO,YES,NO,0,0,0,0,0.4,0,0,NALL
tig00003548,4,4,186777,2.14159E-05,YES,YES,NO,0,0,0,0,0.363636364,0,0,NALL
tig00000027,1,1,43855,2.28024E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00000036,2,1,203863,4.90525E-06,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00000040,1,1,30998,3.22601E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00000155,2,1,23925,4.17973E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00000244,1,1,30392,3.29034E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00001504,1,1,441999,2.26245E-06,NO,NO,NO,0,0,0,0,0.333333333,0,0,NALL
tig00001727,1,1,31364,3.18837E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00001922,1,1,236933,4.2206E-06,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00002120,1,1,25799,3.87612E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00002137,1,1,28771,3.47572E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00002424,1,1,41637,2.40171E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00002540,1,1,36882,2.71135E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00002579,1,1,26299,3.80243E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00002582,1,1,29960,3.33778E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00002865,1,1,34073,2.93488E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003001,1,1,39695,2.51921E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003022,1,1,50464,1.98161E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003229,1,1,35621,2.80733E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003233,1,1,81526,1.2266E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003295,1,1,104488,9.57048E-06,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003445,2,1,34620,2.8885E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003487,1,1,26594,3.76025E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003525,1,1,39748,2.51585E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003530,1,1,36760,2.72035E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003633,1,1,53124,1.88239E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003848,2,1,51577,1.93885E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003906,1,1,32989,3.03131E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00003918,2,1,80384,1.24403E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00004267,1,1,30430,3.28623E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00004779,1,1,330986,3.02128E-06,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00004850,1,1,221189,4.52102E-06,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00005401,3,1,69483,1.4392E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00005747,1,1,67139,1.48945E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00007581,1,1,31770,3.14762E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00008158,1,1,28577,3.49932E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009097,1,1,21638,4.6215E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009218,1,1,37049,2.69913E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009219,1,1,18228,5.48607E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009745,1,1,51962,1.92448E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009746,1,1,23239,4.30311E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009777,1,1,24372,4.10307E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009778,1,1,33707,2.96674E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009863,1,1,19251,5.19454E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00009864,1,1,17070,5.85823E-05,NO,YES,NO,0,0,0,0,0.333333333,0,0,NALL
tig00002191,9,3,36711,8.17194E-05,YES,YES,NO,0,0,0,0,0.283333333,0,0,NALL
tig00000060,1,1,155825,6.41746E-06,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00001184,1,1,508680,1.96587E-06,NO,NO,NO,0,0,0,0,0.25,0,0,NALL
tig00002160,1,1,40970,2.44081E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00002294,1,1,37058,2.69847E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00002403,1,1,33377,2.99608E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00003260,1,1,28358,3.52634E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00005061,1,1,94703,1.05593E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00005067,1,1,26783,3.73371E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00008611,1,1,14607,6.84603E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00009101,1,1,143249,6.98085E-06,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00009713,1,1,70679,1.41485E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00009729,2,2,32148,6.22123E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00009741,1,1,15329,6.52358E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00009742,1,1,24779,4.03568E-05,NO,YES,NO,0,0,0,0,0.25,0,0,NALL
tig00007542,4,4,20791,0.000192391,YES,YES,NO,0,0,0,0,0.210526316,0,0,NALL
tig00000229,1,1,36262,2.75771E-05,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00000302,140,14,351842,3.97906E-05,YES,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00002186,1,1,28937,3.45578E-05,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00002565,1,1,38076,2.62633E-05,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00002569,1,1,41610,2.40327E-05,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00002602,2,1,31230,3.20205E-05,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00002965,3,1,58262,1.71638E-05,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00003509,1,1,40745,2.45429E-05,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00003531,1,1,24719,4.04547E-05,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00005000,1,1,163308,6.1234E-06,NO,YES,NO,0,0,0,0,0.2,0,0,NALL
tig00000162,1,1,155505,6.43066E-06,NO,YES,NO,0,0,0,0,0.166666667,0,0,NALL
tig00002262,24,3,92974,3.22671E-05,YES,YES,NO,0,0,0,0,0.166666667,0,0,NALL
tig00004981,6,1,213924,4.67456E-06,NO,YES,NO,0,0,0,0,0.166666667,0,0,NALL
tig00009875,2,1,44248,2.25999E-05,NO,YES,NO,0,0,0,0,0.166666667,0,0,NALL
tig00006562,3,3,51853,5.78559E-05,YES,YES,NO,0,0,0,0,0.157894737,0,0,NALL
tig00002900,4,2,27684,7.22439E-05,NO,YES,NO,0,0,0,0,0.153846154,0,0,NALL
tig00002912,8,2,30975,6.45682E-05,NO,YES,NO,0,0,0,0,0.153846154,0,0,NALL
tig00002906,3,1,43572,2.29505E-05,NO,YES,NO,0,0,0,0,0.142857143,0,0,NALL
tig00005656,2,1,70672,1.41499E-05,NO,YES,NO,0,0,0,0,0.142857143,0,0,NALL
tig00006213,2,2,59461,3.36355E-05,NO,YES,NO,0,0,0,0,0.142857143,0,0,NALL
tig00002901,1,1,24654,4.05614E-05,NO,YES,NO,0,0,0,0,0.125,0,0,NALL
tig00004478,2,1,881465,1.13447E-06,NO,NO,NO,0,0,0,0,0.125,0,0,NALL
tig00008095,1,1,23670,4.22476E-05,NO,YES,NO,0,0,0,0,0.125,0,0,NALL
tig00000224,5,1,35233,2.83825E-05,NO,YES,NO,0,0,0,0,0.111111111,0,0,NALL
tig00007009,6,3,32721,9.16842E-05,YES,YES,NO,0,0,0,0,0.073170732,0,0,NALL
tig00003377,1,1,35624,2.8071E-05,NO,YES,NO,0,0,0,0,0.071428571,0,0,NALL
tig00003957,1,1,27339,3.65778E-05,NO,YES,NO,0,0,0,0,0.071428571,0,0,NALL
tig00005394,50,5,93246,5.36216E-05,YES,YES,NO,0,0,0,0,0.071428571,0,0,NALL
tig00007111,1,1,18057,5.53802E-05,NO,YES,NO,0,0,0,0,0.071428571,0,0,NALL
tig00009555,1,1,37396,2.67408E-05,NO,YES,NO,0,0,0,0,0.071428571,0,0,NALL
tig00009556,1,1,23513,4.25297E-05,NO,YES,NO,0,0,0,0,0.071428571,0,0,NALL
tig00002308,8,1,32452,3.08147E-05,NO,YES,NO,0,0,0,0,0.055555556,0,0,NALL
tig00009114,4,2,34986,5.71657E-05,NO,YES,NO,0,0,0,0,0.048780488,0,0,NALL
tig00007246,1,1,21819,4.58316E-05,NO,YES,NO,0,0,0,0,0.043478261,0,0,NALL
tig00000290,20,2,39436,5.07151E-05,NO,YES,NO,0,0,0,0,0.028571429,0,0,NALL
tig00002200,2,1,30454,3.28364E-05,NO,YES,NO,0,0,0,0,0.024390244,0,0,NALL
tig00006504,2,1,56198,1.77942E-05,NO,YES,NO,0,0,0,0,0.024390244,0,0,NALL
tig00009115,2,1,17037,5.86958E-05,NO,YES,NO,0,0,0,0,0.024390244,0,0,NALL
tig00002289,10,1,42360,2.36072E-05,NO,YES,NO,0,0,0,0,0.014285714,0,0,NALL
tig00000004,0,0,77331,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000005,0,0,39781,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000007,0,0,33174,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000008,0,0,55332,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000009,0,0,38689,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000010,0,0,29070,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000011,0,0,46289,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000012,0,0,35552,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000014,0,0,27807,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000015,0,0,61966,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000016,0,0,31431,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000017,0,0,36579,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000018,0,0,30178,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000020,0,0,45476,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000021,0,0,39180,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000022,0,0,32477,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
tig00000023,0,0,36438,0,NO,NO,NO,0,0,0,0,0,0,0,NALL
